name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
anantapur,2020-12-07,27.5,22.1,24.4,29.7,22.1,24.5,21.5,84.2,4.2,100,12.5,rain,0,0,37.4,19.8,71.4,1014.5,89.5,5.5,85.8,7.4,4,,2020-12-07T06:32:36,2020-12-07T17:49:52,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,43237099999"
anantapur,2020-12-08,28.2,22.1,24.4,30.6,22.1,24.8,21.8,85.8,10,100,12.5,rain,0,0,38.2,20.5,85.1,1015.1,84.6,5.5,149.9,13,6,,2020-12-08T06:33:10,2020-12-08T17:50:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,43237099999"
anantapur,2020-12-09,28.1,22.1,24.5,30.2,22.1,24.6,21.5,84,1.2,100,25,rain,0,0,32.8,15.1,96.5,1014.2,70.2,6.3,130.8,11.4,6,,2020-12-09T06:33:44,2020-12-09T17:50:30,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,43237099999"
anantapur,2020-12-10,30,19.4,24.3,28.8,19.4,24.2,17.3,69.4,0,0,0,,0,0,28.4,13.7,100.8,1013.8,20.8,6.3,219.5,18.8,8,,2020-12-10T06:34:18,2020-12-10T17:50:51,0.85,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-11,30,17.9,23.4,28.9,17.9,23.3,16.1,67.2,0,0,0,,0,0,25.9,12.6,106.5,1014.1,5,6.3,233.8,20.3,8,,2020-12-11T06:34:52,2020-12-11T17:51:13,0.88,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2020-12-12,29.5,16.7,22.5,28.3,16.7,22.4,15.7,69.4,0,0,0,,0,0,29.2,13.3,108.8,1013.6,40.6,5.1,235.3,20.4,8,,2020-12-12T06:35:25,2020-12-12T17:51:35,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-13,29.7,15.9,22.7,28.9,15.9,22.6,16,69.9,0,0,0,,0,0,25.9,10.8,107.2,1012.7,39.8,6.3,233.8,20.2,8,,2020-12-13T06:35:59,2020-12-13T17:51:59,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-14,30.1,16.1,23.1,29.8,16.1,23.2,16.5,69.7,0,0,0,,0,0,30.2,14,105.8,1012.5,15.6,6.3,230.8,20,8,,2020-12-14T06:36:32,2020-12-14T17:52:23,0,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2020-12-15,29.4,17.7,23.1,29.2,17.7,23.2,17.1,71.4,0,0,0,,0,0,32.4,15.1,106.8,1014.1,24.5,5.3,223.3,19.3,8,,2020-12-15T06:37:04,2020-12-15T17:52:48,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-16,28.6,19.2,23.9,29.8,19.2,24.3,19.8,78.8,0.5,100,20.83,rain,0,0,37.1,17.6,90.1,1014.8,77.8,5.3,120.7,10.5,5,,2020-12-16T06:37:37,2020-12-16T17:53:14,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"remote,43237099999"
anantapur,2020-12-17,29.2,21.1,24.9,31,21.1,25.5,20.2,75.9,0,0,0,,0,0,30.6,14.4,93.2,1014.7,78.3,5.5,148.5,12.9,6,,2020-12-17T06:38:09,2020-12-17T17:53:41,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-18,28.8,19.9,24.3,29.5,19.9,24.6,19.2,74.8,0,0,0,,0,0,34.2,16.6,93.3,1014.5,53.6,6.3,144.6,12.5,6,,2020-12-18T06:38:41,2020-12-18T17:54:09,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-19,29.1,18.1,23.7,29.6,18.1,23.9,18.2,73.7,0,0,0,,0,0,34.6,16.2,99.1,1015.2,64.6,5.5,210.7,18.1,8,,2020-12-19T06:39:12,2020-12-19T17:54:37,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-20,27.6,19.1,23.1,28.5,19.1,23.3,18.4,76.3,0.4,100,16.67,rain,0,0,37.1,18.4,88.3,1015.6,59.6,5,147.1,12.6,5,,2020-12-20T06:39:42,2020-12-20T17:55:06,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"remote,43237099999"
anantapur,2020-12-21,27.6,17.1,22.1,27.5,17.1,22.1,16.2,72.2,0,0,0,,0,0,35.3,16.6,98.7,1014.9,60.5,4.6,225.3,19.3,8,,2020-12-21T06:40:13,2020-12-21T17:55:35,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-22,28.3,14.7,21.6,27.5,14.7,21.5,13.9,65,0,0,0,,0,0,30.2,13.3,108.3,1013.8,49.9,5.8,236.4,20.2,8,,2020-12-22T06:40:42,2020-12-22T17:56:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-23,29.2,16.9,22.4,29,16.9,22.4,14.9,65.9,0,0,0,,0,0,28.4,11.9,100.3,1012.7,35.6,5.5,229.4,19.6,8,,2020-12-23T06:41:12,2020-12-23T17:56:36,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-24,29,17.1,22.9,28.4,17.1,22.9,15.9,67.5,0,0,0,,0,0,30.6,13.3,96.1,1011.9,2.8,5.5,224.9,19.3,8,,2020-12-24T06:41:40,2020-12-24T17:57:07,0.31,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2020-12-25,29.4,16.7,23,28.8,16.7,23,15.6,66.3,0,0,0,,0,0,30.6,14,97.1,1013,23.9,5.3,229.3,19.7,8,,2020-12-25T06:42:08,2020-12-25T17:57:39,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-26,28.7,16.2,22.5,28.3,16.2,22.5,16.4,70.9,0,0,0,,0,0,30.2,13.3,101.1,1013.9,4,5.3,229.9,19.9,8,,2020-12-26T06:42:35,2020-12-26T17:58:11,0.37,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2020-12-27,29.7,16.4,22.8,29,16.4,22.8,16,68.8,0,0,0,,0,0,27.4,11.5,99.8,1013.3,7.6,5.3,229.5,19.8,8,,2020-12-27T06:43:02,2020-12-27T17:58:44,0.41,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2020-12-28,30.1,16.1,22.8,29,16.1,22.7,14.9,64.9,0,0,0,,0,0,28.8,12.6,110.7,1012.8,23,4.6,234.9,20.4,8,,2020-12-28T06:43:27,2020-12-28T17:59:17,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-29,29.9,15.7,23,28.8,15.7,23,15.2,64.8,0,0,0,,0,0,30.6,13.7,97.8,1012.5,8.1,5.1,232.1,20.1,8,,2020-12-29T06:43:52,2020-12-29T17:59:50,0.47,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2020-12-30,30.9,19.7,24.9,31.4,19.7,25.2,18,67.1,0,0,0,,0,0,38.5,20.9,98.6,1012.4,35.6,6,205.2,17.8,8,,2020-12-30T06:44:17,2020-12-30T18:00:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2020-12-31,28.6,20.7,24.3,29.8,20.7,24.6,18.7,71.8,0,0,0,,0,0,38.2,19.1,97.4,1013.3,56.2,6.3,142.8,12.4,6,,2020-12-31T06:44:40,2020-12-31T18:00:58,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
