name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
anantapur,2021-03-30,39.1,26.1,32.4,40.3,26.1,33.2,16.3,40.2,0,0,0,,0,0,36.7,19.1,279.8,1006.5,30.8,7,267.3,23,9,,2021-03-30T06:16:42,2021-03-30T18:31:45,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-31,41.1,26.7,33.4,38.6,26.7,33,13.6,36.5,0,0,0,,0,0,37.1,18.4,311.1,1004.8,27.2,7,313,27,10,,2021-03-31T06:16:00,2021-03-31T18:31:52,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-01,40.2,25.4,32.8,38.1,25.4,32,12.7,35.4,0,0,0,,0,0,37.4,20.2,297.1,1004.7,0.4,7,316.3,27.3,10,,2021-04-01T06:15:17,2021-04-01T18:31:59,0.62,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-04-02,39.6,25,32,37.4,25,31.1,12,34.3,0,0,0,,0,0,39.6,21.2,293.6,1005.5,53.3,7,315.1,27.3,10,,2021-04-02T06:14:35,2021-04-02T18:32:06,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-03,39.4,24.7,31.8,38.1,24.7,31.4,14.2,38.7,0,0,0,,0,0,31.7,15.8,285.4,1006.1,32.3,7,298.3,25.7,10,,2021-04-03T06:13:53,2021-04-03T18:32:13,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-04,38.8,25.4,32.2,38.5,25.4,32.3,16,41.4,0,0,0,,0,0,30.6,13.7,299.2,1007.7,20.3,7,295.2,25.5,10,,2021-04-04T06:13:11,2021-04-04T18:32:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-05,38.5,25,32.2,39.5,25,32.9,16.8,41.8,0,0,0,,0,0,31,15.5,47.4,1008.1,11,7,293.2,25.2,10,,2021-04-05T06:12:30,2021-04-05T18:32:27,0.76,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-04-06,39.2,26.7,33,38.5,26.7,33.5,16.8,42.2,0,0,0,,0,0,36,18.4,103.3,1008.6,11.9,7,314.5,27.3,10,,2021-04-06T06:11:48,2021-04-06T18:32:34,0.8,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-04-07,39.9,23.4,33,37.8,23.4,32.3,13,33,0,0,0,,0,0,29.2,14,116,1009.5,9.2,7,307.1,26.4,10,,2021-04-07T06:11:07,2021-04-07T18:32:41,0.83,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-04-08,40.4,23.7,32.9,38,23.7,32.1,12,31.4,0,0,0,,0,0,25.6,14.8,167.7,1007.7,33.3,7,289.2,25.1,9,,2021-04-08T06:10:27,2021-04-08T18:32:49,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-09,39.7,24.1,32.7,37.6,24.1,31.7,11.2,29.2,0,0,0,,0,0,32,17.6,105.8,1007.2,20.9,7,307.3,26.6,10,,2021-04-09T06:09:46,2021-04-09T18:32:56,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-10,38,26.1,32.4,36.7,26.1,31.8,13.8,34.9,0,0,0,,0,0,34.2,16.9,99.1,1008.7,20.9,7,310.6,26.8,10,,2021-04-10T06:09:06,2021-04-10T18:33:04,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-11,37.6,25.9,32.1,36.5,25.9,32.4,16.6,42.1,0,0,0,,0,0,34.9,17.6,98.2,1010.4,18.2,7,278.3,24,9,,2021-04-11T06:08:26,2021-04-11T18:33:12,0.97,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-04-12,38.4,26.2,32.7,38.5,26.2,33.4,17.5,44.1,0,0,0,,0,0,40,19.8,98.9,1010.6,24.7,7,298.1,25.9,10,,2021-04-12T06:07:47,2021-04-12T18:33:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-13,38.1,26.4,32.5,38.4,26.4,33.2,17.4,43.6,0,0,0,,0,0,35.3,15.1,96.1,1010.1,46.3,7,284.2,24.6,10,,2021-04-13T06:07:08,2021-04-13T18:33:29,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-14,38,22.4,31.3,38.6,22.4,32.5,18.6,49.1,41,100,4.17,rain,0,0,33.5,15.8,87.2,1009.8,83.5,7,267,22.9,9,,2021-04-14T06:06:30,2021-04-14T18:33:37,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-04-15,35.4,22.4,28.7,37.1,22.4,29.6,20,62.7,1.8,100,25,rain,0,0,21.2,11.9,341.4,1010.2,75.2,7,254.9,21.9,10,,2021-04-15T06:05:52,2021-04-15T18:33:46,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"remote,43237099999"
anantapur,2021-04-16,38,26.3,31.6,38,26.3,32.7,18.7,49.7,0,0,0,,0,0,28.1,14,322.8,1008.5,28.4,7,276.9,23.8,9,,2021-04-16T06:05:14,2021-04-16T18:33:55,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-17,39.1,27.4,32.8,38.4,28,33.5,17.2,42,0,0,0,,0,0,28.8,15.5,18.5,1009,19.3,7,284,24.4,9,,2021-04-17T06:04:37,2021-04-17T18:34:05,0.17,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-04-18,40.2,27.2,33.2,39.6,28.1,33.5,16,38,0,0,0,,0,0,24.1,8.6,110.3,1009.8,32.8,7,271.9,23.5,9,,2021-04-18T06:04:01,2021-04-18T18:34:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-19,39.1,27.4,33.2,41.2,28.7,34.5,18,43.2,0,0,0,,0,0,32.4,16.9,300.8,1008.3,33.5,7,271.8,23.4,9,,2021-04-19T06:03:25,2021-04-19T18:34:24,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-20,38.1,28.2,32.5,40.1,30,34.4,19.5,48.8,0,0,0,,0,0,31.7,16.6,262.7,1007.7,47.7,7,269.5,23.4,10,,2021-04-20T06:02:49,2021-04-20T18:34:34,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-21,38.2,26.4,32.5,40.1,26.4,34,18.9,46.9,0,0,0,,0,0,27,14.8,260.6,1008.7,51.3,7,257.6,22.3,9,,2021-04-21T06:02:14,2021-04-21T18:34:45,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-22,38.6,26.9,31.7,40.1,28.1,33.3,19.1,49.2,0.4,100,4.17,rain,0,0,45.4,21.2,212.4,1009.1,74.8,7,266.4,23,9,,2021-04-22T06:01:40,2021-04-22T18:34:55,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-04-23,38.2,25.2,30.6,40.8,25.2,32.2,19.8,54.9,1,100,4.17,rain,0,0,28.1,17.6,286.3,1009.4,78.3,7,266.9,23.1,10,,2021-04-23T06:01:06,2021-04-23T18:35:06,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-04-24,38.4,25.4,31.2,40.3,25.4,32.2,19.2,52.9,0.4,100,4.17,rain,0,0,25.2,12.6,15.1,1008.7,73.9,7,267,23.1,9,,2021-04-24T06:00:33,2021-04-24T18:35:18,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-04-25,39,26.1,33.6,39.1,26.1,34.2,16.8,40.2,0,0,0,,0,0,28.4,16.9,116.3,1008,54.9,8.8,291.8,25.2,9,,2021-04-25T06:00:01,2021-04-25T18:35:29,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-26,39.8,28.3,34.1,38.4,28.6,34,14.1,34.1,0,0,0,,0,0,31.3,16.9,114.5,1007.5,35.6,10,302.1,26.1,10,,2021-04-26T05:59:29,2021-04-26T18:35:41,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-27,39.5,28,34.1,38.6,28.1,33.5,13.6,31.3,0,0,0,,0,0,33.5,16.6,79.8,1008.4,46.4,10,299.4,25.9,10,,2021-04-27T05:58:58,2021-04-27T18:35:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-04-28,39.6,28.5,33.9,39.8,28.2,33.8,14.9,32.9,0.5,100,8.33,rain,0,0,34.2,14.4,39,1008.8,36.9,10,276.8,24,9,,2021-04-28T05:58:28,2021-04-28T18:36:06,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-04-29,39.7,28.1,33.4,40.7,28.5,34,16.8,38.8,0.9,100,8.33,rain,0,0,27,19.1,280.5,1008.5,40.9,10,266.3,22.8,9,,2021-04-29T05:57:58,2021-04-29T18:36:19,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-04-30,39,26.5,32.8,40,26.5,33.4,17,41.7,0,0,0,,0,0,29.9,16.2,64.1,1008,35.6,10,295.9,25.4,10,,2021-04-30T05:57:29,2021-04-30T18:36:32,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-01,38.5,28,33.5,38.8,29,34,16.7,38.7,0,0,0,,0,0,40,20.5,100.6,1007.4,30,10,290.3,25,10,,2021-05-01T05:57:01,2021-05-01T18:36:45,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-02,37.9,28,33.2,39.2,28.5,34,17.2,39.9,0.1,100,4.17,rain,0,0,36,17.6,104.5,1008.1,46,10,302.6,26.1,10,,2021-05-02T05:56:33,2021-05-02T18:36:59,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-03,39.1,28.3,33.6,38.8,29.3,34.3,16.9,39.6,0,0,0,,0,0,34.6,17.3,100.8,1007.2,38.1,10,291.5,25.1,9,,2021-05-03T05:56:07,2021-05-03T18:37:13,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-04,37.8,28.8,33.4,40,30.1,34.9,18.5,42.8,0,0,0,,0,0,30.2,17.6,121.8,1007,53.1,10,254.6,21.9,9,,2021-05-04T05:55:41,2021-05-04T18:37:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-05,39.1,28.5,34,40.9,30.5,35.6,18.5,42.6,0,0,0,,0,0,23,10.1,143.8,1006.8,39.5,10,279.7,24.3,9,,2021-05-05T05:55:16,2021-05-05T18:37:42,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-06,39.1,26.1,34,42.2,26.1,35.5,18.5,42.2,0.4,100,4.17,rain,0,0,29.9,17.3,118.4,1007.5,55.1,8.8,269.5,23,9,,2021-05-06T05:54:51,2021-05-06T18:37:57,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-07,38.6,28.1,34,41,31.1,35.8,18.9,43.3,0,0,0,,0,0,33.8,19.1,112.5,1008.5,74.8,8.8,277.7,24,10,,2021-05-07T05:54:28,2021-05-07T18:38:13,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-08,38.7,28.4,34,40.5,31.1,35.9,19.1,43.3,0,0,0,,0,0,40.3,23,110.7,1007.7,56.2,8.8,280.1,24.2,9,,2021-05-08T05:54:05,2021-05-08T18:38:28,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-09,39.9,27.4,34.1,40.6,29.8,36.1,19.3,44.1,0.3,100,8.33,rain,0,0,33.8,18,132.6,1006.6,55.8,8.8,275.2,23.8,9,,2021-05-09T05:53:43,2021-05-09T18:38:44,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-10,40.1,28.7,34.4,42.9,31.8,36.9,19.9,44.4,0,0,0,,0,0,23,11.9,352.4,1006,53.6,8.8,265.9,22.8,9,,2021-05-10T05:53:22,2021-05-10T18:39:00,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-11,38.4,28.4,33,42.5,31.6,36.8,22,54.3,2.9,100,16.67,rain,0,0,28.4,15.1,281.9,1006.6,60,8.8,266.2,23,9,,2021-05-11T05:53:02,2021-05-11T18:39:17,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-12,38.9,25.4,31.9,43.2,25.4,34.8,21.5,57,1.2,100,16.67,rain,0,0,25.9,16.2,227.9,1005.5,92.7,8.8,272.6,23.7,9,,2021-05-12T05:52:43,2021-05-12T18:39:33,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-13,37.1,25.5,30.5,42.9,25.5,33.9,22.7,65.1,3,100,4.17,rain,0,0,30.6,16.9,258.2,1005.1,96,8.8,250.6,21.7,8,,2021-05-13T05:52:25,2021-05-13T18:39:50,0.05,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-05-14,38.4,25.6,31.4,42.7,25.6,33.8,21.8,60.6,4.8,100,25,rain,0,0,30.6,17.3,145.4,1003.6,83.4,8.8,248.7,21.5,9,,2021-05-14T05:52:07,2021-05-14T18:40:08,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-05-15,35.4,27,30.6,37.2,29.8,33.7,21.8,60.7,2,100,4.17,rain,0,0,46.4,25.2,132,1002.4,86.2,8.8,196.6,17.1,8,,2021-05-15T05:51:50,2021-05-15T18:40:25,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-16,35.4,26.2,28.9,38,26.2,31.3,22.4,69,8.4,100,45.83,rain,0,0,44.3,18.7,158.3,1004.3,90.1,8.8,97,8.4,5,,2021-05-16T05:51:35,2021-05-16T18:40:43,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-05-17,38.4,25.2,30.6,41.1,25.2,33.1,21.5,60.7,0.3,100,8.33,rain,0,0,33.1,14.8,209.7,1005.9,68.8,8.8,259.2,22.4,8,,2021-05-17T05:51:20,2021-05-17T18:41:01,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-18,39.4,26.9,31.1,42.5,28.9,34.5,22.2,61.7,0.7,100,4.17,rain,0,0,36.7,20.2,221.6,1006.4,47.3,8.8,270,23.4,9,,2021-05-18T05:51:06,2021-05-18T18:41:19,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-05-19,39.1,26.4,30.9,43.2,26.4,34.6,22.6,63.5,3.8,100,16.67,rain,0,0,33.1,13,242.1,1006.3,44.6,8.8,267,23.2,9,,2021-05-19T05:50:53,2021-05-19T18:41:37,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-20,36.7,26.4,30.2,40.3,26.4,33.3,22.6,65.4,8,100,4.17,rain,0,0,35.3,16.9,265.3,1007,81.1,8.8,252.7,21.8,9,,2021-05-20T05:50:41,2021-05-20T18:41:56,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-05-21,35.4,25.7,28.7,39.3,25.7,31.1,23,72.9,1.5,100,8.33,rain,0,0,36.7,18.7,255.8,1007.3,98.1,8.8,228.2,19.6,8,,2021-05-21T05:50:30,2021-05-21T18:42:15,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-05-22,34.4,24.4,28.8,38.9,24.4,31.3,23.1,72.8,15,100,4.17,rain,0,0,34.6,17.3,262.1,1006.8,95.4,8.8,195.7,17,7,,2021-05-22T05:50:19,2021-05-22T18:42:33,0.36,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-05-23,36.1,25.4,29.9,39.5,25.4,32.5,22.2,65.3,1,100,4.17,rain,0,0,38.5,19.8,268.4,1006.4,87,8.8,278,24.1,9,,2021-05-23T05:50:10,2021-05-23T18:42:52,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-05-24,36.9,25.2,29,38.9,25.2,31.2,22.3,69.1,2,100,4.17,rain,0,0,41.4,22.7,278.8,1007,81.7,8.8,236.8,20.4,8,,2021-05-24T05:50:02,2021-05-24T18:43:11,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-25,36.4,25.8,29.8,40.8,25.8,32.2,22.4,66.4,0,0,0,,0,0,44.6,22.7,270.6,1005.1,95,8.8,235.5,20.2,9,,2021-05-25T05:49:54,2021-05-25T18:43:31,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"remote,43237099999"
anantapur,2021-05-26,36.1,25.8,30.4,38,25.8,32.6,21.5,61.4,11,100,4.17,rain,0,0,47.5,26.6,262.1,1004.3,77,8.8,264.6,23,10,,2021-05-26T05:49:47,2021-05-26T18:43:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-05-27,35.4,25.3,29.8,37,25.3,31,20.3,59.3,2,100,4.17,rain,0,0,47.2,25.2,265.2,1005.6,55.4,8.8,305.4,26.3,10,,2021-05-27T05:49:42,2021-05-27T18:44:09,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-05-28,37.1,25.2,30.7,39.3,25.2,32.4,20.5,57.1,0,0,0,,0,0,41.4,22.3,262.1,1006.6,20.6,7.4,282.1,24.3,9,,2021-05-28T05:49:37,2021-05-28T18:44:28,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-29,37.7,25.8,31.4,39.9,25.8,33.8,21.1,56.9,0.1,100,4.17,rain,0,0,36.4,20.5,261.6,1006.8,22.1,7,276.4,24,9,,2021-05-29T05:49:33,2021-05-29T18:44:48,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-05-30,37.5,26.2,31.4,39.6,26.2,33.7,20.8,55.7,0,0,0,,0,0,41,23,267.7,1006.9,37.7,7,251.8,21.7,8,,2021-05-30T05:49:29,2021-05-30T18:45:07,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-05-31,38.2,26.2,31.8,40.5,26.2,34.1,20.6,53.8,0.1,100,4.17,rain,0,0,37.8,24.1,262.3,1005.4,31.2,7,287.3,24.9,9,,2021-05-31T05:49:27,2021-05-31T18:45:26,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-06-01,38.4,26.8,31.8,41.3,28.6,34.5,20.9,55.1,3.2,100,20.83,rain,0,0,31,20.5,261.7,1005.7,67.9,7,283.4,24.5,9,,2021-06-01T05:49:26,2021-06-01T18:45:46,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-02,36.9,26.8,31.4,40.7,28.8,34.8,22.1,59.6,8.5,100,33.33,rain,0,0,25.9,15.1,266.5,1006.3,65.4,7,257.4,22.2,9,,2021-06-02T05:49:25,2021-06-02T18:46:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-03,32.2,24.2,28.1,37,24.2,30.8,23.4,76.4,23.2,100,12.5,rain,0,0,20.2,9.7,283.8,1008.3,93.3,7,161.7,14,6,,2021-06-03T05:49:26,2021-06-03T18:46:24,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"remote,43237099999"
anantapur,2021-06-04,32,22.4,27.1,37.5,22.4,29.3,23.3,80.8,117.8,100,8.33,rain,0,0,22.3,11.2,223.9,1008.9,84.1,7,201,17.4,9,,2021-06-04T05:49:27,2021-06-04T18:46:43,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-06-05,34.4,23.1,27.8,39.3,23.1,29.6,22.9,76.8,74,100,12.5,rain,0,0,26.3,11.2,218.2,1008,93.7,7,219.8,19,9,,2021-06-05T05:49:29,2021-06-05T18:47:02,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-06,33.7,22.9,28,37,22.9,30,22.7,74.2,5,100,4.17,rain,0,0,28.8,12.2,262,1008.2,86.1,7,166.4,14.4,7,,2021-06-06T05:49:31,2021-06-06T18:47:20,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-06-07,34.7,25.2,29.5,37.3,25.2,31.5,21.3,63.5,0,0,0,,0,0,34.9,18.4,267.1,1008,29.4,7,278.1,24,9,,2021-06-07T05:49:35,2021-06-07T18:47:39,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-06-08,35.7,24.7,29.6,38.3,24.7,31.5,21.3,62.8,0.1,100,4.17,rain,0,0,37.4,18.4,265.4,1007.3,43.9,7,265.2,22.9,9,,2021-06-08T05:49:39,2021-06-08T18:47:57,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,43237099999"
anantapur,2021-06-09,33.7,25,28.9,37.3,25,30.9,21.3,64.5,2.7,100,16.67,rain,0,0,49.7,23.8,263.3,1006.3,58.9,7,223.6,19.3,8,,2021-06-09T05:49:44,2021-06-09T18:48:15,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-10,34.1,24.6,28.9,35.7,24.6,30.7,21.1,63.9,0.1,100,4.17,rain,0,0,52.6,27.7,270.8,1005.3,86.7,7,214.5,18.6,7,,2021-06-10T05:49:50,2021-06-10T18:48:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,43237099999"
anantapur,2021-06-11,35.1,25.4,29.6,37.5,25.4,31.3,20.7,60.4,0,0,0,,0,0,52.6,27.7,268.5,1005.3,91.1,7,205.3,17.7,7,,2021-06-11T05:49:57,2021-06-11T18:48:50,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"remote,43237099999"
anantapur,2021-06-12,33.9,25.4,28.4,36,25.4,30,21.3,66.2,1.5,100,29.17,rain,0,0,55.1,42.5,252.7,1005.2,92.8,7,147.6,12.8,6,,2021-06-12T05:50:04,2021-06-12T18:49:07,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-13,33.2,24.2,28.1,35.5,24.2,29.7,21,66.2,0.3,100,12.5,rain,0,0,52.9,27.7,256.5,1004.9,92.3,7,163.8,14.2,6,,2021-06-13T05:50:12,2021-06-13T18:49:24,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-14,31.9,25.3,27.7,34.2,25.3,29.3,21.3,68.5,1.9,100,12.5,rain,0,0,63.4,28.8,258.5,1004.7,99.1,7,172.8,15,7,,2021-06-14T05:50:21,2021-06-14T18:49:41,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-15,33.4,25.3,28,36.2,25.3,29.6,21.5,68.7,1.4,100,33.33,rain,0,0,70.9,28.4,260.2,1003.9,98.6,7,101,8.7,4,,2021-06-15T05:50:30,2021-06-15T18:49:57,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-16,33.4,25.3,28.2,35.6,25.3,30,21.7,68.4,0.2,100,8.33,rain,0,0,71.3,32.8,251.5,1005.1,97.2,7,214.4,18.5,7,,2021-06-16T05:50:40,2021-06-16T18:50:12,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"remote,43237099999"
anantapur,2021-06-17,31.5,25.3,28,35.5,25.3,29.6,21.6,68.9,0.1,100,4.17,rain,0,0,62.3,33.1,254.7,1006,97,7,163.9,14.2,5,,2021-06-17T05:50:50,2021-06-17T18:50:27,0.24,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"remote,43237099999"
anantapur,2021-06-18,32.3,24.4,28.4,35.1,24.4,29.7,21.2,66.1,0,0,0,,0,0,58.7,30.6,249.5,1007.2,94.8,7,198.6,17,7,,2021-06-18T05:51:01,2021-06-18T18:50:42,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"remote,43237099999"
anantapur,2021-06-19,32.1,25.2,27.8,34.1,25.2,29.1,21,67.1,0,0,0,,0,0,58,44.6,254.3,1009.2,88.5,7,171.6,14.8,7,,2021-06-19T05:51:13,2021-06-19T18:50:56,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-06-20,34.7,24.7,29,36.9,24.7,30.5,20.8,62.9,0.3,100,12.5,rain,0,0,58.7,28.8,251.3,1009.4,69.6,7,183.8,15.8,8,,2021-06-20T05:51:25,2021-06-20T18:51:10,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"remote,43237099999"
anantapur,2021-06-21,35.1,24.4,29.7,37.5,24.4,31.3,20.9,61.1,0.1,100,4.17,rain,0,0,45,24.5,259.3,1008.4,47.6,7,250.4,21.6,8,,2021-06-21T05:51:38,2021-06-21T18:51:23,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-06-22,34.9,24.6,29.8,36.8,24.6,31.5,20.8,60.6,0,0,0,,0,0,41.4,20.5,264.9,1007.2,88.5,7,268.7,23.2,9,,2021-06-22T05:51:51,2021-06-22T18:51:35,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
