name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
anantapur,2021-01-11,29,21.1,24.3,29.8,21.1,24.6,19.6,77,0,0,0,,0,0,29.2,14.4,105.1,1012.5,79.9,6.3,176.6,15.2,7,,2021-01-11T06:47:57,2021-01-11T18:07:23,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-12,30,18.9,23.4,29.8,18.9,23.5,17.5,72.4,0,0,0,,0,0,31,16.2,90.7,1012.8,86.4,6.3,181.5,15.6,7,,2021-01-12T06:48:09,2021-01-12T18:07:58,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-13,29.3,17.4,22.9,29.5,17.4,23.1,17.7,75,0,0,0,,0,0,31,15.8,99,1012.7,65.2,7,199.8,17.5,7,,2021-01-13T06:48:19,2021-01-13T18:08:33,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-14,29.5,16.4,23.4,29.4,16.4,23.5,17.5,72,0,0,0,,0,0,32.8,15.8,97,1012.3,7.8,5.1,241.2,21,8,,2021-01-14T06:48:29,2021-01-14T18:09:07,0.03,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-15,30.4,16.9,23.9,29.9,16.9,24,16.9,67.6,0,0,0,,0,0,32,14.4,108.4,1011.5,28.9,6.3,236.8,20.3,8,,2021-01-15T06:48:38,2021-01-15T18:09:42,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-16,30.3,19.9,24.4,30.4,19.9,24.4,17,66.3,0,0,0,,0,0,23.8,11.2,101.5,1010.7,59.8,6.3,236.4,20.4,8,,2021-01-16T06:48:45,2021-01-16T18:10:16,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-17,30.7,17.4,23.8,29.9,17.4,23.7,15.6,64.2,0,0,0,,0,0,31,15.1,97,1011.5,21.7,5.1,241.5,20.9,8,,2021-01-17T06:48:51,2021-01-17T18:10:50,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-18,30.2,17.1,23.8,29.6,17.1,23.9,16.6,66.7,0,0,0,,0,0,33.8,15.5,102.4,1012.9,2.1,6.3,242.6,21.1,8,,2021-01-18T06:48:56,2021-01-18T18:11:24,0.16,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-19,29.8,18.1,24.1,29.6,18.1,24.2,17,67.5,0,0,0,,0,0,24.5,10.4,98.4,1012.8,4.6,6.3,243.8,21,9,,2021-01-19T06:49:00,2021-01-19T18:11:57,0.19,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-20,32.1,17.4,24.7,32.1,17.4,24.6,16,62.2,0,0,0,,0,0,23.4,8.6,96.4,1012.8,30.5,6.3,250.1,21.6,9,,2021-01-20T06:49:03,2021-01-20T18:12:30,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-21,32.9,17.4,25.4,32.5,17.4,25.1,15.3,58.2,0,0,0,,0,0,22,10.4,99,1011.9,1.5,6.3,250.2,21.5,9,,2021-01-21T06:49:05,2021-01-21T18:13:03,0.25,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-22,33,19.4,26.1,34,19.4,26.1,16.4,58.7,0,0,0,,0,0,27,11.2,109.5,1011.8,15.1,6.3,239.8,20.7,9,,2021-01-22T06:49:06,2021-01-22T18:13:35,0.29,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-23,31.8,18.1,25.5,31.1,18.1,25.4,16.4,60.2,0,0,0,,0,0,28.4,12.2,99.8,1012.2,0.5,6.3,247.8,21.3,9,,2021-01-23T06:49:05,2021-01-23T18:14:07,0.32,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-24,31.7,17.1,25.1,30.7,17.1,24.9,15,56.7,0,0,0,,0,0,25.6,12.2,110.3,1013,26.5,6.3,252.5,21.9,9,,2021-01-24T06:49:03,2021-01-24T18:14:39,0.35,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-25,31.9,15.7,24.5,30.2,15.7,24.1,12.5,50.9,0,0,0,,0,0,29.2,12.2,106.1,1013.5,47.1,6.3,256.4,22.1,9,,2021-01-25T06:49:00,2021-01-25T18:15:10,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-26,32.5,15.9,24.7,30.7,15.9,24.2,12.9,52.4,0,0,0,,0,0,26.6,11.2,104.4,1012.8,8.9,6.3,259.4,22.4,9,,2021-01-26T06:48:56,2021-01-26T18:15:41,0.42,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-27,32.1,15.2,25.1,31.2,15.2,24.7,14,53.6,0,0,0,,0,0,28.8,15.1,109.4,1012.9,54.5,6.3,255.7,22.1,9,,2021-01-27T06:48:51,2021-01-27T18:16:11,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-28,31.5,18.1,25.2,30.5,18.1,25,15.4,58.1,0,0,0,,0,0,31.7,17.3,108.8,1013.4,23.9,5.5,256.6,22.2,9,,2021-01-28T06:48:45,2021-01-28T18:16:41,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-29,32.2,18.2,25.4,31.4,18.2,25,15.2,58.2,0,0,0,,0,0,29.9,15.8,101.9,1013.8,30.1,6.3,259.2,22.4,9,,2021-01-29T06:48:38,2021-01-29T18:17:10,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-01-30,32.3,20.4,25.9,30.7,20.4,25.5,15.2,56.5,0,0,0,,0,0,28.1,13.3,90.9,1013.1,7.3,5.5,257.3,22.3,9,,2021-01-30T06:48:29,2021-01-30T18:17:39,0.55,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-01-31,32.2,18.9,25.8,31,18.9,25.4,15.1,56.2,0,0,0,,0,0,29.2,15.5,94.5,1013.4,2.5,6.3,255.8,22,9,,2021-01-31T06:48:19,2021-01-31T18:18:07,0.59,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-01,31.5,17.9,25.3,30.3,17.9,25,14.3,54.7,0,0,0,,0,0,34.6,15.8,92.3,1015.6,2.6,6.3,260.3,22.6,9,,2021-02-01T06:48:08,2021-02-01T18:18:35,0.62,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-02,30.6,19.7,25.1,29.8,19.7,25.1,16.4,61.7,0,0,0,,0,0,32,14.4,91,1015.8,12.4,5.5,241,20.9,9,,2021-02-02T06:47:57,2021-02-02T18:19:02,0.66,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-03,30.6,19.4,25.2,29.5,19.4,25,15.6,59.4,0,0,0,,0,0,32,14,91,1015.3,21,4.9,254.5,22.1,9,,2021-02-03T06:47:44,2021-02-03T18:19:28,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-02-04,30.9,16.2,24.8,29.3,16.2,24.3,11.8,49.1,0,0,0,,0,0,31.3,14.4,95,1014.9,8.3,6.3,264.5,22.9,9,,2021-02-04T06:47:29,2021-02-04T18:19:54,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-05,31.3,17.1,24.9,29.8,17.1,24.4,12.4,50,0,0,0,,0,0,29.9,15.8,96.6,1014.1,2.6,6.3,263.7,22.9,9,,2021-02-05T06:47:14,2021-02-05T18:20:20,0.77,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-06,32,17.4,25.2,30.3,17.4,24.6,11.2,45,0,0,0,,0,0,30.6,15.1,89.6,1012.8,0.6,6.3,264.8,22.9,9,,2021-02-06T06:46:58,2021-02-06T18:20:45,0.8,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-07,31.5,17.4,24.9,29.6,17.4,24.3,11.3,46.7,0,0,0,,0,0,37.4,18,87.3,1013.7,0,6.3,270.2,23.3,9,,2021-02-07T06:46:41,2021-02-07T18:21:09,0.84,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-08,31.4,16.1,24.8,29.9,16.1,24.3,12,47.6,0,0,0,,0,0,35.6,16.6,90.5,1014.6,9.9,5.5,272.4,23.6,9,,2021-02-08T06:46:22,2021-02-08T18:21:33,0.87,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-09,31.3,19.1,24.9,30.3,19.1,24.6,14.2,54.6,0,0,0,,0,0,33.5,15.1,98.7,1013.9,9.4,4.9,271.3,23.5,9,,2021-02-09T06:46:03,2021-02-09T18:21:56,0.91,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-10,31.9,16.1,25.1,29.9,16.1,24.5,10.2,45,0,0,0,,0,0,27,11.9,103.7,1012.6,2.6,6.4,276.8,23.9,10,,2021-02-10T06:45:43,2021-02-10T18:22:18,0.95,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-11,32.1,15.4,25.3,30.4,15.4,24.8,11.8,45.9,0,0,0,,0,0,30.6,16.9,99.3,1012.1,44.8,4,273.1,23.5,9,,2021-02-11T06:45:21,2021-02-11T18:22:40,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-02-12,32,19.5,25.6,29.9,19.5,24.9,9.7,41.9,0,0,0,,0,0,30.2,15.8,100.8,1013,48.1,,279.4,24,10,,2021-02-12T06:44:59,2021-02-12T18:23:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
anantapur,2021-02-13,32.3,18.2,25,30.1,18.2,24.4,9.3,42,0,0,0,,0,0,29.5,14.4,102.7,1013.9,0.5,6,280.3,24.2,10,,2021-02-13T06:44:36,2021-02-13T18:23:22,0.05,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-14,32.4,15.9,25.4,30.6,15.9,24.8,10.7,43,0,0,0,,0,0,27,13.3,95.6,1013.5,6.7,6.3,276.9,23.9,9,,2021-02-14T06:44:12,2021-02-14T18:23:43,0.08,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-15,33.9,18.9,26.4,32.4,18.9,25.7,10.9,41.2,0,0,0,,0,0,23.4,12.6,94.2,1012.4,70.4,7,276.9,23.9,10,,2021-02-15T06:43:47,2021-02-15T18:24:02,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-02-16,33.9,18.4,26.7,32,18.4,25.9,9.9,38.4,0,0,0,,0,0,27,13.7,101.6,1011.5,0,7,277.5,24,9,,2021-02-16T06:43:21,2021-02-16T18:24:22,0.14,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-17,33.4,17.4,26.5,31.4,17.4,25.7,10.9,42.1,0,0,0,,0,0,37.1,19.8,98.2,1011.1,1.3,7,278.3,23.9,9,,2021-02-17T06:42:54,2021-02-17T18:24:40,0.18,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-18,32.2,20.4,25.7,30.8,20.4,25.4,14.9,54.6,0,0,0,,0,0,35.6,21.2,100.3,1012.6,20.8,6.3,252,21.7,9,,2021-02-18T06:42:26,2021-02-18T18:24:58,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-02-19,27.9,21.2,23.7,27.6,21.2,23.7,16.4,64.9,0.2,100,4.17,rain,0,0,32,17.6,66.5,1014.9,61.3,6.4,216.7,18.6,7,,2021-02-19T06:41:57,2021-02-19T18:25:16,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"remote,43237099999"
anantapur,2021-02-20,30.4,20.5,24.4,30.2,20.5,24.4,16.8,64.9,0.5,100,16.67,rain,0,0,37.4,17.6,78.9,1014.3,43.6,4,212.2,18.3,7,,2021-02-20T06:41:28,2021-02-20T18:25:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-02-21,29.2,21.1,23.9,29.9,21.1,24.1,19.5,77.3,0.3,100,4.17,rain,0,0,36.7,15.8,97.7,1014.6,78.9,6,160,14,6,,2021-02-21T06:40:58,2021-02-21T18:25:49,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-02-22,31.7,21.2,25.8,32.9,21.2,26.3,19.1,68.8,0.1,100,4.17,rain,0,0,30.6,12.2,98.7,1014.4,47.6,6.3,225.9,19.4,8,,2021-02-22T06:40:27,2021-02-22T18:26:05,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,43237099999"
anantapur,2021-02-23,33.7,19.4,27.1,32.7,19.4,26.7,15.9,54.7,0,0,0,,0,0,27.7,11.5,97.8,1012.7,13.3,6.3,272.7,23.6,9,,2021-02-23T06:39:55,2021-02-23T18:26:20,0.37,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-24,34.3,20.2,27.5,33.2,20.2,27.1,15.1,50.9,0,0,0,,0,0,26.6,12.6,93.9,1011.5,2.5,6.3,279.3,24.1,10,,2021-02-24T06:39:23,2021-02-24T18:26:35,0.4,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-25,35.2,18.2,27.9,34.2,18.2,27.4,13.2,43.7,0,0,0,,0,0,22.3,9.7,47.4,1011.4,2.6,6.3,280.5,24.2,10,,2021-02-25T06:38:50,2021-02-25T18:26:49,0.43,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-26,36.4,19.4,28.6,34.6,19.4,27.9,12.4,40.5,0,0,0,,0,0,20.2,9.7,57.9,1009.7,4.3,7,284.8,24.7,10,,2021-02-26T06:38:16,2021-02-26T18:27:03,0.47,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-27,37.8,21.1,29.7,36.6,21.1,29,12.6,37.6,0,0,0,,0,0,21.2,10.1,80.5,1008.6,3.9,7,282.2,24.5,10,,2021-02-27T06:37:41,2021-02-27T18:27:17,0.5,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-02-28,37.2,22.1,29.9,34.8,22.1,28.8,10.2,33.5,0,0,0,,0,0,35.3,15.8,91.9,1009.1,1.3,7,289.8,25,10,,2021-02-28T06:37:06,2021-02-28T18:27:30,0.53,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-01,37.2,18.7,29.3,34.5,18.7,28.1,9,32.9,0,0,0,,0,0,30.6,13.7,102,1011.7,10.3,7,290.5,25,10,,2021-03-01T06:36:31,2021-03-01T18:27:42,0.57,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-02,36.5,21.7,29.6,34.5,21.7,28.6,9.9,31.3,0,0,0,,0,0,34.2,16.2,97,1012.2,36.3,7,260.2,22.5,10,,2021-03-02T06:35:54,2021-03-02T18:27:54,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-03,36.3,20.1,29.5,34.2,20.1,28.5,9.9,31.9,0,0,0,,0,0,39.6,19.1,95.7,1011.4,1.3,7,293,25.4,10,,2021-03-03T06:35:18,2021-03-03T18:28:06,0.64,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-04,35.9,19.1,28.6,33.4,19.1,27.5,7.6,30,0,0,0,,0,0,41,20.2,107.5,1011.7,0,7,298.5,25.7,10,,2021-03-04T06:34:40,2021-03-04T18:28:18,0.67,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-05,35,17.4,27.8,32.5,17.4,26.7,7.8,33,0,0,0,,0,0,29.5,14,100.9,1012.9,8.5,7,304.2,26.5,10,,2021-03-05T06:34:02,2021-03-05T18:28:28,0.71,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-06,37.2,18.7,29.2,35,18.7,28.1,10,34.5,0,0,0,,0,0,25.6,12.2,83.3,1012.3,0,7,300.5,25.8,10,,2021-03-06T06:33:24,2021-03-06T18:28:39,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-07,38.1,20.1,30,36.2,20.1,28.9,8.9,29.2,0,0,0,,0,0,31.7,14.4,101.8,1011.3,0,7,299.7,25.9,10,,2021-03-07T06:32:45,2021-03-07T18:28:49,0.78,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-08,37.4,18.9,29.8,35.1,18.9,28.7,10.6,34.4,0,0,0,,0,0,38.9,19.4,105.5,1011.6,0,7,302.9,26.3,10,,2021-03-08T06:32:06,2021-03-08T18:28:59,0.82,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-09,36.7,18.2,28.5,34.3,18.2,27.6,11.1,40,0,0,0,,0,0,34.6,15.1,92.3,1012.7,0,7,306.2,26.5,10,,2021-03-09T06:31:26,2021-03-09T18:29:09,0.85,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-10,36.7,19.9,29.6,34.5,19.9,28.8,13.6,42.8,0,0,0,,0,0,30.2,16.2,90.6,1012.3,0,7,301.6,26,10,,2021-03-10T06:30:46,2021-03-10T18:29:18,0.89,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-11,36.8,20.7,30.2,35.3,20.7,29.6,14.5,43.3,0,0,0,,0,0,34.6,14.4,104.3,1011.9,6.4,7,293.9,25.3,10,,2021-03-11T06:30:06,2021-03-11T18:29:27,0.92,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-12,37.8,21.4,30.4,35,21.4,29.2,9.6,33.6,0,0,0,,0,0,37.4,19.4,105,1012.9,11.3,7,306.4,26.6,10,,2021-03-12T06:29:25,2021-03-12T18:29:36,0.96,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-13,38.4,19.2,29.5,35.4,19.2,28.3,7.8,29.3,0,0,0,,0,0,28.1,13,87,1012.8,0,7,310.1,26.6,10,,2021-03-13T06:28:44,2021-03-13T18:29:44,0,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-14,36.8,20.1,29.8,34.3,20.1,28.7,10,34.1,0,0,0,,0,0,33.8,13.3,97.2,1011.4,0.1,7,307.6,26.6,10,,2021-03-14T06:28:03,2021-03-14T18:29:53,0.03,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-15,36.7,22.2,30.2,34.4,22.2,29.1,10.8,34.7,0,0,0,,0,0,34.2,16.9,97.9,1010.4,0.8,7,307.7,26.6,10,,2021-03-15T06:27:21,2021-03-15T18:30:01,0.06,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-16,37.4,22.4,30.4,35.3,22.4,29.3,11.1,35.3,0,0,0,,0,0,32.8,16.2,96,1010.3,0,7,306.2,26.6,10,,2021-03-16T06:26:39,2021-03-16T18:30:08,0.09,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-17,38.2,20.7,30.6,36.1,20.7,29.8,12.7,37,0,0,0,,0,0,35.6,19.1,111.5,1009.2,31.6,7,304,26.2,10,,2021-03-17T06:25:57,2021-03-17T18:30:16,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-18,37.5,21.9,30.6,35.4,21.9,29.7,12.2,36.3,0,0,0,,0,0,34.6,18,119.7,1009.5,60.6,7,294,25.3,10,,2021-03-18T06:25:15,2021-03-18T18:30:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-19,36.9,20.7,29.8,35.1,20.7,28.8,10.4,33.1,0,0,0,,0,0,31.7,18.4,96.8,1009.5,20.2,7,305.1,26.3,10,,2021-03-19T06:24:33,2021-03-19T18:30:31,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-20,38.9,21.1,30.5,36.7,21.1,29.4,10.7,33.3,0,0,0,,0,0,34.6,18,106.1,1008,2.7,7,307.6,26.7,10,,2021-03-20T06:23:50,2021-03-20T18:30:38,0.22,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-21,37.4,21.4,30.7,35.3,21.4,29.6,10.5,32.2,0,0,0,,0,0,33.8,16.2,114.3,1008,0.3,7,308.2,26.8,10,,2021-03-21T06:23:07,2021-03-21T18:30:45,0.25,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-22,38.7,21.2,31.1,36.7,21.2,30.1,11.1,32,0,0,0,,0,0,38.2,21.2,103.7,1009.4,5.9,7,301.5,26.1,10,,2021-03-22T06:22:25,2021-03-22T18:30:52,0.29,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-23,37.7,22.1,30.8,36.2,22.1,29.9,12.3,35.6,0,0,0,,0,0,34.6,17.3,88.7,1010.5,1.1,7,307.3,26.5,10,,2021-03-23T06:21:42,2021-03-23T18:30:59,0.32,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-24,38.1,24.1,31.5,36.3,24.1,30.7,14,39.3,0,0,0,,0,0,33.8,15.1,91.4,1010.3,14.1,7,306.1,26.5,10,,2021-03-24T06:20:59,2021-03-24T18:31:05,0.35,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
anantapur,2021-03-25,38.8,23.9,31.9,37.3,23.9,31.2,13.8,37.5,0,0,0,,0,0,35.6,18,88.2,1009.3,51.1,7,294.3,25.3,10,,2021-03-25T06:20:16,2021-03-25T18:31:12,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-26,39.2,23.7,32.3,37.2,23.7,31.3,12,32.9,0,0,0,,0,0,34.9,17.6,92.6,1008.6,39.7,7,304.5,26.3,10,,2021-03-26T06:19:33,2021-03-26T18:31:19,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-27,39.9,22.2,32.3,38.2,22.2,31.6,13.4,34.9,0,0,0,,0,0,34.6,16.9,97.1,1008.1,45.5,7,307.7,26.8,10,,2021-03-27T06:18:50,2021-03-27T18:31:25,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-28,39.4,24.4,31.8,38.1,24.4,31.5,14.7,37.4,0,0,0,,0,0,28.1,11.5,106.9,1007.7,37.1,7,274.6,23.8,9,,2021-03-28T06:18:07,2021-03-28T18:31:32,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,43237099999"
anantapur,2021-03-29,39.7,25,32.3,37.9,25,31.7,13.5,34.6,0,0,0,,0,0,27.4,11.5,89.1,1007.2,17,7,305.8,26.4,10,,2021-03-29T06:17:25,2021-03-29T18:31:39,0.5,Clear,Clear conditions throughout the day.,clear-day,"remote,43237099999"
